STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Assault on Women with intent to outrage her Modesty_Total,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women_Total,At Office premises,In places related to work,In Public Transport system,In other Places,Importation of Girls from Foreign Country,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women
Tamil Nadu,Krishnagiri,2014,13,,4,,,29,,0.0,0.0,0.0,13.0,1.0,12.0,0.0,68.0,0.0,0.0,0.0,67.0,1.0,34.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,15.0,2.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,216.0
Tamil Nadu,Madurai,2014,37,,5,,,326,,0.0,0.0,0.0,37.0,0.0,37.0,0.0,167.0,0.0,0.0,0.0,167.0,0.0,79.0,15.0,0.0,0.0,0.0,64.0,10.0,0.0,0.0,0.0,10.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,7.0,0.0,0.0,0.0,178.0,51.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,68.0,1050.0
Tamil Nadu,Madurai City,2014,6,,1,,,69,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,13.0,10.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,255.0
Tamil Nadu,Nagapattinam,2014,16,,0,,,22,,0.0,0.0,0.0,16.0,0.0,16.0,0.0,38.0,0.0,0.0,0.0,38.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,28.0,0.0,0.0,0.0,28.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0
Tamil Nadu,Namakkal,2014,0,,0,,,11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,10.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,3.0,0.0,0.0,0.0,3.0,0.0,12.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,141.0
Tamil Nadu,Nilgiris,2014,6,,0,,,5,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,9.0,51.0
Tamil Nadu,Perambalur,2014,7,,1,,,13,,0.0,0.0,0.0,7.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
Tamil Nadu,Pudukottai,2014,3,,2,,,44,,0.0,0.0,0.0,3.0,0.0,3.0,0.0,47.0,0.0,0.0,0.0,47.0,0.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
Tamil Nadu,Ramnathapuram,2014,8,,3,,,24,,0.0,0.0,0.0,8.0,0.0,8.0,1.0,28.0,7.0,0.0,0.0,16.0,5.0,12.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,143.0
Tamil Nadu,Railway Chennai,2014,1,,0,,,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Tamil Nadu,Railway Trichy,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Tamil Nadu,Salem,2014,6,,7,,,22,,0.0,0.0,0.0,6.0,0.0,6.0,2.0,43.0,10.0,0.0,0.0,33.0,0.0,46.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,170.0
Tamil Nadu,Salem City,2014,5,,1,,,33,,0.0,0.0,0.0,5.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
Tamil Nadu,Sivagangai,2014,15,,3,,,51,,0.0,0.0,0.0,15.0,0.0,15.0,1.0,37.0,35.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,47.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,219.0
Tamil Nadu,Thanjavur,2014,8,,0,,,31,,0.0,0.0,0.0,8.0,0.0,8.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,222.0
Tamil Nadu,Theni,2014,8,,6,,,58,,0.0,0.0,0.0,8.0,0.0,8.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,42.0,248.0
Tamil Nadu,Thirunelveli,2014,36,,5,,,147,,0.0,0.0,0.0,36.0,1.0,35.0,7.0,46.0,0.0,0.0,0.0,0.0,46.0,47.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,7.0,0.0,0.0,1.0,1319.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,660.0,2408.0
Tamil Nadu,Thirunelveli City,2014,6,,0,,,19,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,120.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,233.0
Tamil Nadu,Thiruvallur,2014,8,,4,,,15,,0.0,0.0,0.0,8.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0
Tamil Nadu,Thiruvannamalai,2014,16,,6,,,35,,0.0,0.0,0.0,16.0,0.0,16.0,0.0,49.0,20.0,0.0,0.0,29.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,168.0
Tamil Nadu,Thiruvarur,2014,2,,1,,,7,,0.0,0.0,0.0,2.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,72.0
Tamil Nadu,Thoothugudi,2014,16,,0,,,73,,0.0,0.0,0.0,16.0,0.0,16.0,3.0,12.0,0.0,0.0,0.0,12.0,0.0,44.0,2.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,14.0,0.0,640.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,437.0,1346.0
Tamil Nadu,Tiruppur,2014,6,,3,,,33,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,50.0,3.0,0.0,0.0,36.0,11.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,71.0,235.0
Tamil Nadu,Tiruppur City,2014,5,,0,,,22,,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,1.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,45.0,159.0
Tamil Nadu,Trichy,2014,8,,2,,,48,,0.0,0.0,0.0,8.0,0.0,8.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,51.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,6.0,0.0,168.0
Tamil Nadu,Trichy City,2014,3,,0,,,27,,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,90.0
Tamil Nadu,Vellore,2014,12,,3,,,110,,0.0,0.0,0.0,12.0,0.0,12.0,0.0,78.0,0.0,0.0,0.0,0.0,78.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,371.0
Tamil Nadu,Villupuram,2014,38,,7,,,81,,0.0,0.0,0.0,38.0,0.0,38.0,0.0,125.0,29.0,0.0,0.0,96.0,0.0,176.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,217.0,736.0
Tamil Nadu,Virudhunagar,2014,13,,3,,,29,,0.0,0.0,0.0,13.0,0.0,13.0,0.0,19.0,10.0,0.0,0.0,1.0,8.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,218.0,412.0
Tamil Nadu,Cyber Cell,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Other Units,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Total,2014,455,,95,,,2103,,0.0,0.0,0.0,455.0,2.0,453.0,16.0,1502.0,231.0,0.0,1.0,1080.0,190.0,1102.0,46.0,71.0,1.0,1.0,983.0,229.0,2.0,157.0,0.0,70.0,0.0,525.0,308.0,6.0,0.0,79.0,73.0,6.0,0.0,0.0,0.0,9.0,0.0,9.0,1235.0,46.0,0.0,52.0,1.0,2273.0,292.0,4.0,0.0,4.0,471.0,94.0,2.0,0.0,19.0,356.0,1898.0,12705.0
Telangana,Adilabad,2014,42,,16,,,384,,0.0,0.0,0.0,42.0,0.0,42.0,13.0,39.0,17.0,0.0,0.0,21.0,1.0,244.0,52.0,17.0,2.0,36.0,137.0,83.0,0.0,0.0,0.0,83.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,929.0
Telangana,Cyberabad,2014,139,,48,,,1329,,0.0,0.0,0.0,139.0,6.0,133.0,3.0,90.0,22.0,0.0,0.0,35.0,33.0,376.0,55.0,24.0,7.0,137.0,153.0,271.0,1.0,9.0,3.0,258.0,0.0,44.0,25.0,2.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,14.0,3.0,0.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,140.0,44.0,29.0,8.0,0.0,59.0,0.0,2620.0
Telangana,Hyderabad City,2014,126,,22,,,1289,,0.0,0.0,0.0,126.0,1.0,125.0,2.0,175.0,115.0,0.0,1.0,6.0,53.0,393.0,115.0,18.0,12.0,35.0,213.0,87.0,4.0,23.0,0.0,60.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2201.0
Telangana,Karimnagar,2014,66,,34,,,737,,0.0,0.0,0.0,66.0,0.0,66.0,0.0,85.0,27.0,0.0,0.0,43.0,15.0,373.0,5.0,3.0,0.0,2.0,363.0,70.0,0.0,0.0,0.0,70.0,0.0,17.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,38.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1461.0
Telangana,Khammam,2014,102,,18,,,530,,0.0,0.0,0.0,102.0,0.0,102.0,2.0,62.0,0.0,0.0,0.0,15.0,47.0,351.0,142.0,1.0,0.0,1.0,207.0,133.0,0.0,0.0,0.0,133.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288.0
Telangana,Mahaboob Nagar,2014,169,,30,,,209,,0.0,0.0,0.0,169.0,3.0,166.0,3.0,50.0,0.0,0.0,0.0,50.0,0.0,242.0,53.0,12.0,4.0,17.0,156.0,47.0,0.0,0.0,0.0,47.0,0.0,88.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,177.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1163.0
Telangana,Medak,2014,60,,34,,,346,,0.0,0.0,0.0,60.0,3.0,57.0,0.0,35.0,4.0,0.0,0.0,10.0,21.0,211.0,27.0,35.0,0.0,26.0,123.0,47.0,0.0,0.0,0.0,47.0,0.0,55.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,25.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,867.0
Telangana,Nalgonda,2014,126,,23,,,262,,0.0,0.0,0.0,126.0,1.0,125.0,19.0,36.0,13.0,0.0,0.0,0.0,23.0,447.0,72.0,38.0,2.0,105.0,230.0,174.0,0.0,0.0,0.0,174.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,28.0,344.0,2.0,0.0,1.0,14.0,10.0,0.0,0.0,0.0,4.0,0.0,1559.0
Telangana,Nizamabad,2014,36,,25,,,658,,0.0,0.0,0.0,36.0,0.0,36.0,4.0,27.0,8.0,0.0,0.0,11.0,8.0,163.0,20.0,2.0,3.0,10.0,128.0,145.0,0.0,0.0,0.0,145.0,0.0,40.0,13.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,1165.0
Telangana,Ranga Reddy,2014,51,,10,,,192,,0.0,0.0,0.0,51.0,0.0,51.0,1.0,34.0,19.0,0.0,0.0,10.0,5.0,83.0,9.0,3.0,4.0,14.0,53.0,18.0,0.0,11.0,0.0,7.0,0.0,28.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,480.0
Telangana,Secunderabad Railway,2014,2,,0,,,0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Telangana,Warangal,2014,41,,17,,,218,,0.0,0.0,0.0,41.0,0.0,41.0,26.0,44.0,8.0,0.0,1.0,27.0,8.0,186.0,31.0,8.0,1.0,30.0,116.0,20.0,0.0,0.0,0.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,615.0
Telangana,Warangal Urban,2014,19,,12,,,215,,0.0,0.0,0.0,19.0,0.0,19.0,0.0,33.0,9.0,0.0,0.0,19.0,5.0,114.0,34.0,15.0,10.0,13.0,42.0,47.0,0.0,0.0,0.0,47.0,0.0,16.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,510.0
Telangana,Total,2014,979,,289,,,6369,,0.0,0.0,0.0,979.0,14.0,965.0,73.0,711.0,243.0,0.0,2.0,247.0,219.0,3188.0,620.0,176.0,45.0,426.0,1921.0,1142.0,5.0,43.0,3.0,1091.0,0.0,428.0,138.0,4.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,39.0,4.0,1.0,627.0,3.0,57.0,563.0,2.0,0.0,1.0,192.0,82.0,29.0,8.0,0.0,73.0,1.0,14871.0
Tripura,Dhalai,2014,34,,1,,,41,,0.0,0.0,0.0,34.0,6.0,28.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,49.0,17.0,22.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0
Tripura,Gomati,2014,32,,9,,,135,,0.0,0.0,0.0,32.0,6.0,26.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,51.0,4.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,22.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0
Tripura,G. R. P.,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tripura,Kowai,2014,15,,8,,,25,,0.0,0.0,0.0,15.0,0.0,15.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,36.0,2.0,28.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
Tripura,North,2014,26,,6,,,79,,0.0,0.0,0.0,26.0,1.0,25.0,8.0,12.0,0.0,0.0,0.0,12.0,0.0,41.0,0.0,19.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0
Tripura,Sipahijala,2014,19,,1,,,86,,0.0,0.0,0.0,19.0,0.0,19.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,76.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0
